Strategy variant,Rebalance date,Effective date,Selected ETFs,Previous weights,New weights,Turnover,Cost bps,Cost as portfolio return,Execution model
Top 3 momentum,2018-01-31,2018-02-01,XLK XLF XLY,QQQ:0.333333; XLK:0.333333; XLF:0.333333,XLK:0.333333; XLF:0.333333; XLY:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2018-03-29,2018-04-02,QQQ XLK XLY,XLK:0.333333; XLF:0.333333; XLY:0.333333,QQQ:0.333333; XLK:0.333333; XLY:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2018-04-30,2018-05-01,QQQ XLY XLE,QQQ:0.333333; XLK:0.333333; XLY:0.333333,QQQ:0.333333; XLY:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2018-06-29,2018-07-02,QQQ XLK XLY,QQQ:0.333333; XLY:0.333333; XLE:0.333333,QQQ:0.333333; XLK:0.333333; XLY:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2018-07-31,2018-08-01,QQQ XLK XLU,QQQ:0.333333; XLK:0.333333; XLY:0.333333,QQQ:0.333333; XLK:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2018-08-31,2018-09-04,QQQ XLY XLE,QQQ:0.333333; XLK:0.333333; XLU:0.333333,QQQ:0.333333; XLY:0.333333; XLE:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2018-09-28,2018-10-01,QQQ XLV XLY,QQQ:0.333333; XLY:0.333333; XLE:0.333333,QQQ:0.333333; XLV:0.333333; XLY:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2018-10-31,2018-11-01,XLV XLP XLU,QQQ:0.333333; XLV:0.333333; XLY:0.333333,XLV:0.333333; XLP:0.333333; XLU:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2019-03-29,2019-04-01,XLK XLP XLU,XLV:0.333333; XLP:0.333333; XLU:0.333333,XLK:0.333333; XLP:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2019-04-30,2019-05-01,XLK XLY XLB,XLK:0.333333; XLP:0.333333; XLU:0.333333,XLK:0.333333; XLY:0.333333; XLB:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2019-05-31,2019-06-03,QQQ XLK XLU,XLK:0.333333; XLY:0.333333; XLB:0.333333,QQQ:0.333333; XLK:0.333333; XLU:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2019-06-28,2019-07-01,QQQ XLK XLY,QQQ:0.333333; XLK:0.333333; XLU:0.333333,QQQ:0.333333; XLK:0.333333; XLY:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2019-07-31,2019-08-01,QQQ XLK XLP,QQQ:0.333333; XLK:0.333333; XLY:0.333333,QQQ:0.333333; XLK:0.333333; XLP:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2019-08-30,2019-09-03,XLK XLP XLU,QQQ:0.333333; XLK:0.333333; XLP:0.333333,XLK:0.333333; XLP:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2019-11-29,2019-12-02,QQQ XLK XLF,XLK:0.333333; XLP:0.333333; XLU:0.333333,QQQ:0.333333; XLK:0.333333; XLF:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2020-01-31,2020-02-03,QQQ XLK XLU,QQQ:0.333333; XLK:0.333333; XLF:0.333333,QQQ:0.333333; XLK:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2020-02-28,2020-03-02,QQQ XLK XLV,QQQ:0.333333; XLK:0.333333; XLU:0.333333,QQQ:0.333333; XLK:0.333333; XLV:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2020-06-30,2020-07-01,QQQ XLK XLY,QQQ:0.333333; XLK:0.333333; XLV:0.333333,QQQ:0.333333; XLK:0.333333; XLY:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2020-10-30,2020-11-02,QQQ XLY XLB,QQQ:0.333333; XLK:0.333333; XLY:0.333333,QQQ:0.333333; XLY:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2020-11-30,2020-12-01,QQQ XLI XLB,QQQ:0.333333; XLY:0.333333; XLB:0.333333,QQQ:0.333333; XLI:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2020-12-31,2021-01-04,XLF XLI XLB,QQQ:0.333333; XLI:0.333333; XLB:0.333333,XLF:0.333333; XLI:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2021-01-29,2021-02-01,QQQ XLK XLF,XLF:0.333333; XLI:0.333333; XLB:0.333333,QQQ:0.333333; XLK:0.333333; XLF:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2021-02-26,2021-03-01,XLF XLI XLE,QQQ:0.333333; XLK:0.333333; XLF:0.333333,XLF:0.333333; XLI:0.333333; XLE:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2021-05-28,2021-06-01,XLF XLE XLB,XLF:0.333333; XLI:0.333333; XLE:0.333333,XLF:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2021-06-30,2021-07-01,XLF XLI XLE,XLF:0.333333; XLE:0.333333; XLB:0.333333,XLF:0.333333; XLI:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2021-08-31,2021-09-01,QQQ XLK XLV,XLF:0.333333; XLI:0.333333; XLE:0.333333,QQQ:0.333333; XLK:0.333333; XLV:0.333333,2.0000000000,5.0000000000,0.0010000000,close-to-close same-close approximation
Top 3 momentum,2021-10-29,2021-11-01,QQQ XLK XLE,QQQ:0.333333; XLK:0.333333; XLV:0.333333,QQQ:0.333333; XLK:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2021-11-30,2021-12-01,QQQ XLK XLY,QQQ:0.333333; XLK:0.333333; XLE:0.333333,QQQ:0.333333; XLK:0.333333; XLY:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2021-12-31,2022-01-03,XLK XLY XLU,QQQ:0.333333; XLK:0.333333; XLY:0.333333,XLK:0.333333; XLY:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2022-01-31,2022-02-01,XLF XLP XLE,XLK:0.333333; XLY:0.333333; XLU:0.333333,XLF:0.333333; XLP:0.333333; XLE:0.333333,2.0000000000,5.0000000000,0.0010000000,close-to-close same-close approximation
Top 3 momentum,2022-02-28,2022-03-01,XLP XLE XLU,XLF:0.333333; XLP:0.333333; XLE:0.333333,XLP:0.333333; XLE:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2022-03-31,2022-04-01,XLE XLU XLB,XLP:0.333333; XLE:0.333333; XLU:0.333333,XLE:0.333333; XLU:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2022-04-29,2022-05-02,XLP XLE XLU,XLE:0.333333; XLU:0.333333; XLB:0.333333,XLP:0.333333; XLE:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2022-07-29,2022-08-01,XLV XLE XLU,XLP:0.333333; XLE:0.333333; XLU:0.333333,XLV:0.333333; XLE:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2022-08-31,2022-09-01,XLP XLE XLU,XLV:0.333333; XLE:0.333333; XLU:0.333333,XLP:0.333333; XLE:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2022-10-31,2022-11-01,XLV XLI XLE,XLP:0.333333; XLE:0.333333; XLU:0.333333,XLV:0.333333; XLI:0.333333; XLE:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2022-11-30,2022-12-01,XLV XLI XLP,XLV:0.333333; XLI:0.333333; XLE:0.333333,XLV:0.333333; XLI:0.333333; XLP:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2022-12-30,2023-01-03,XLF XLI XLE,XLV:0.333333; XLI:0.333333; XLP:0.333333,XLF:0.333333; XLI:0.333333; XLE:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2023-01-31,2023-02-01,XLF XLE XLB,XLF:0.333333; XLI:0.333333; XLE:0.333333,XLF:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2023-02-28,2023-03-01,XLF XLI XLB,XLF:0.333333; XLE:0.333333; XLB:0.333333,XLF:0.333333; XLI:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2023-03-31,2023-04-03,XLK XLI XLB,XLF:0.333333; XLI:0.333333; XLB:0.333333,XLK:0.333333; XLI:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2023-04-28,2023-05-01,QQQ XLK XLI,XLK:0.333333; XLI:0.333333; XLB:0.333333,QQQ:0.333333; XLK:0.333333; XLI:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2023-05-31,2023-06-01,QQQ XLK XLY,QQQ:0.333333; XLK:0.333333; XLI:0.333333,QQQ:0.333333; XLK:0.333333; XLY:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2023-09-29,2023-10-02,QQQ XLY XLE,QQQ:0.333333; XLK:0.333333; XLY:0.333333,QQQ:0.333333; XLY:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2023-10-31,2023-11-01,QQQ XLK XLE,QQQ:0.333333; XLY:0.333333; XLE:0.333333,QQQ:0.333333; XLK:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2023-11-30,2023-12-01,XLK XLF XLE,QQQ:0.333333; XLK:0.333333; XLE:0.333333,XLK:0.333333; XLF:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2023-12-29,2024-01-02,QQQ XLK XLF,XLK:0.333333; XLF:0.333333; XLE:0.333333,QQQ:0.333333; XLK:0.333333; XLF:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2024-04-30,2024-05-01,QQQ XLF XLI,QQQ:0.333333; XLK:0.333333; XLF:0.333333,QQQ:0.333333; XLF:0.333333; XLI:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2024-05-31,2024-06-03,XLF XLI XLU,QQQ:0.333333; XLF:0.333333; XLI:0.333333,XLF:0.333333; XLI:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2024-06-28,2024-07-01,SPY QQQ XLK,XLF:0.333333; XLI:0.333333; XLU:0.333333,SPY:0.333333; QQQ:0.333333; XLK:0.333333,2.0000000000,5.0000000000,0.0010000000,close-to-close same-close approximation
Top 3 momentum,2024-07-31,2024-08-01,SPY XLI XLU,SPY:0.333333; QQQ:0.333333; XLK:0.333333,SPY:0.333333; XLI:0.333333; XLU:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2024-08-30,2024-09-03,XLF XLP XLU,SPY:0.333333; XLI:0.333333; XLU:0.333333,XLF:0.333333; XLP:0.333333; XLU:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2024-09-30,2024-10-01,SPY XLP XLU,XLF:0.333333; XLP:0.333333; XLU:0.333333,SPY:0.333333; XLP:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2024-10-31,2024-11-01,QQQ XLF XLU,SPY:0.333333; XLP:0.333333; XLU:0.333333,QQQ:0.333333; XLF:0.333333; XLU:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2024-11-29,2024-12-02,XLF XLY XLI,QQQ:0.333333; XLF:0.333333; XLU:0.333333,XLF:0.333333; XLY:0.333333; XLI:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2024-12-31,2025-01-02,XLF XLY XLU,XLF:0.333333; XLY:0.333333; XLI:0.333333,XLF:0.333333; XLY:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2025-01-31,2025-02-03,QQQ XLF XLY,XLF:0.333333; XLY:0.333333; XLU:0.333333,QQQ:0.333333; XLF:0.333333; XLY:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2025-03-31,2025-04-01,XLF XLE XLU,QQQ:0.333333; XLF:0.333333; XLY:0.333333,XLF:0.333333; XLE:0.333333; XLU:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2025-04-30,2025-05-01,XLF XLP XLU,XLF:0.333333; XLE:0.333333; XLU:0.333333,XLF:0.333333; XLP:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2025-05-30,2025-06-02,QQQ XLP XLU,XLF:0.333333; XLP:0.333333; XLU:0.333333,QQQ:0.333333; XLP:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2025-06-30,2025-07-01,XLF XLI XLU,QQQ:0.333333; XLP:0.333333; XLU:0.333333,XLF:0.333333; XLI:0.333333; XLU:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2025-07-31,2025-08-01,XLK XLI XLU,XLF:0.333333; XLI:0.333333; XLU:0.333333,XLK:0.333333; XLI:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2025-08-29,2025-09-02,QQQ XLK XLI,XLK:0.333333; XLI:0.333333; XLU:0.333333,QQQ:0.333333; XLK:0.333333; XLI:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2025-09-30,2025-10-01,QQQ XLK XLY,QQQ:0.333333; XLK:0.333333; XLI:0.333333,QQQ:0.333333; XLK:0.333333; XLY:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2025-10-31,2025-11-03,SPY QQQ XLK,QQQ:0.333333; XLK:0.333333; XLY:0.333333,SPY:0.333333; QQQ:0.333333; XLK:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2025-11-28,2025-12-01,QQQ XLK XLV,SPY:0.333333; QQQ:0.333333; XLK:0.333333,QQQ:0.333333; XLK:0.333333; XLV:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2026-01-30,2026-02-02,XLV XLE XLB,QQQ:0.333333; XLK:0.333333; XLV:0.333333,XLV:0.333333; XLE:0.333333; XLB:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2026-04-30,2026-05-01,XLI XLE XLB,XLV:0.333333; XLE:0.333333; XLB:0.333333,XLI:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2026-05-29,2026-06-01,QQQ XLK XLE,XLI:0.333333; XLE:0.333333; XLB:0.333333,QQQ:0.333333; XLK:0.333333; XLE:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2026-06-30,2026-07-01,XLK XLI XLE,QQQ:0.333333; XLK:0.333333; XLE:0.333333,XLK:0.333333; XLI:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
